,0,1,2,3
1971-01-27,37.55911991167064,44.589153294537674,52.566020979680225,71.54211022251982
1971-01-28,37.59292599003507,44.64706322435668,52.655247233533075,71.72058988926305
1971-01-29,37.57163692084444,44.60699681613344,52.590560220391886,71.58498802818839
1971-01-30,37.577905722730684,44.616022094804315,52.60306668786346,71.60709111901241
1971-01-31,37.58417557056222,44.62504919954869,52.6155761294758,71.6292010345442
1971-02-01,37.59044646451358,44.633845835959384,52.62754076733537,71.64982631955439
1971-02-02,37.54167184711433,44.54468257454426,52.485562523162514,71.35620101038482
1971-02-03,37.547956220127645,44.553884407602126,52.49846102989766,71.37932823936985
1971-02-04,37.5817468075594,44.61173884468834,52.58755738679558,71.55737076545735
1971-02-05,37.588027592642305,44.620856750764545,52.60026484586822,71.5799946574747
1971-02-06,37.59430942739066,44.62997652039087,52.61297537562001,71.60262570236092
1971-02-07,37.600592311979895,44.63909815394819,52.625688976792965,71.62526390237751
1971-02-08,37.634432988795304,44.697526708930994,52.7160902201984,71.80687892032905
1971-02-09,37.695927546260954,44.80570249449182,52.88511648397448,72.15002273095094
1971-02-10,37.67455675465108,44.76606579357774,52.821530348152855,72.01742805116325
1971-02-11,37.68083240684473,44.77510485946538,52.834062798914914,72.03960547284257
1971-02-12,37.6871091044073,44.784145750501395,52.846598223129675,72.06178972395256
1971-02-13,37.69338684751291,44.793188467054314,52.859136621502614,72.08398080659632
1971-02-14,37.69966563633573,44.80223300949274,52.871677994739386,72.10617872287759
1971-02-15,37.70594547104995,44.81127937818535,52.88422234354581,72.12838347490074
1971-02-16,37.629402814356375,44.672681282029686,52.6644424684315,71.67529114675476
1971-02-17,37.63570187329324,44.68114461329176,52.67558135872894,71.69361252939584
1971-02-18,37.642001986675325,44.69014204926184,52.68797815993091,71.71535631818216
1971-02-19,37.620755145159706,44.65023514058706,52.62362017236679,71.58063610859935
1971-02-20,37.62706306355665,44.65939761349672,52.63639401550999,71.60338502308865
1971-02-21,37.633372039610045,44.66856196659603,52.64917095937238,71.62614116736995
1971-02-22,37.5571739558936,44.531215394219494,52.43200166473831,71.18027359208104
1971-02-23,37.48127749846777,44.394705695713384,52.21649868424642,70.73899434647197
1971-02-24,37.54238090227342,44.50220234507442,52.3842457968682,71.07817535054663
1971-02-25,37.68615725084069,44.75617153868386,52.7815317469445,71.8840908659127
1971-02-26,37.609802950896885,44.61838798870517,52.563490291169714,71.43582318486189
1971-02-27,37.61612964103712,44.627886204449624,52.57702719003923,71.46060065120494
1971-02-28,37.622457395447974,44.63738644214301,52.590567575123806,71.48538671159523
1971-03-01,37.68385362622989,44.7447384178765,52.75770324685156,71.82309829848532
1971-03-02,37.77302541284606,44.90163998401717,53.00286155410022,72.32064790386605
1971-03-03,37.890269961571455,45.10900530919796,53.32790175164612,72.98318336089488
1971-03-04,37.896550403578786,45.118366972628564,53.34119720112392,73.00747776302734
1971-03-05,37.95853706657474,45.22736618355824,53.511676696790204,73.35472744314208
1971-03-06,37.964808024890125,45.23687012598641,53.52532583953123,73.38002979981357
1971-03-07,37.971080019202184,45.24637606554439,53.53897846373852,73.40534088406507
1971-03-08,38.08919421287874,45.45586343933205,53.868201229563766,74.07977427261957
1971-03-09,38.348950500400385,45.91921775411287,54.59904804169863,75.58470073266629
1971-03-10,38.64009484101235,46.44025711337016,55.42358985539242,77.2937877223623
1971-03-11,38.96371519800976,47.02177157928814,56.347407054533306,79.22314569708726
1971-03-12,38.882603473585164,46.87260380545704,56.10720362232647,78.71262557403652
