Date,SPXL,TQQQ,TECL,TPOR,DRN,UTSL,FAS,DPST,CURE,WEBL,LABU,SOXL,NAIL,YINN,HIBL,XLE,KWEB
2018-12-12,38.845226000000004,11.573559,10.272409,23.614576,18.193317,29.050138,49.515564000000005,76.410187,56.999462,23.26709583702272,47.103504,6.279895,26.713054999999997,388.045654,26.26482934805535,51.584225,38.724903000000005
2018-12-13,38.76693,11.576055,10.30984,22.299978,18.543523999999998,29.715826,48.983353,70.46106,57.157166000000004,22.816722230767436,43.207211,6.210177,26.040184,396.56985499999996,25.676412876193734,51.747101,38.464703
2018-12-14,36.643108000000005,10.702861,9.548375,21.330498000000002,18.429707,29.416946000000003,47.570557,66.633911,51.401035,21.468391864189726,41.37833,5.945117,25.08604,383.783539,24.23374106869923,50.566216,37.764851
2018-12-17,34.519306,10.01179,8.948461,20.430827999999998,16.310947,26.604765000000004,45.103004,65.250854,48.237140999999994,19.358447720683515,38.535618,5.72215,24.559271,367.89743,22.680655050965434,49.645943,36.418991
2018-12-18,34.352917,10.178945,9.151389,20.872309,16.783726,26.293209,44.832066,62.264922999999996,46.975521,20.090083911904514,36.388676000000004,5.948405999999999,25.920912,363.63534500000003,23.05517093013647,48.473213,36.042149
2018-12-19,32.659744,9.442966,8.621414,18.864525,16.197129999999998,26.083992000000002,43.196701000000004,56.53558,45.171806,18.854071270730966,32.74086,5.196633,25.066157999999998,345.812042,21.16003293259391,47.903126,34.884708
2018-12-20,31.201454,9.063751,8.148577000000001,17.963869,15.522975,26.192675,41.716179,56.53558,43.368088,17.587650618094305,29.172565000000002,5.063775,24.410189000000003,344.649597,20.201228707621755,46.575645,34.61554
2018-12-21,29.273386,8.188063,7.370364,17.139915,14.892605,25.676434,39.229263,54.318870999999994,41.574219,15.252326744107997,25.395536,4.8316,22.124218,337.481567,18.572903618955873,46.123539,34.418147999999995
2018-12-24,26.953833000000003,7.581816000000001,6.793108,15.872508999999999,13.229115,22.364307,36.335934,51.003281,38.548306,14.41961532891513,25.057594,4.411975,20.737726000000002,328.763519,17.20366736204706,44.257553,34.166924
2018-12-26,30.858906,8.958581,8.00377,18.219514999999998,14.367289999999999,23.260036,41.271038,58.37905500000001,43.75248,17.429190489033864,30.603863,5.170325,23.480888,348.13678,20.317605980678387,47.011314,35.359814
2018-12-27,31.723923,9.085989,8.224428,18.331974,14.428182000000001,23.747298999999998,42.47546,57.195499,45.054592,17.95536769716117,29.762340999999996,5.286039,23.543669,339.456177,21.033786992085343,47.257931,35.192710999999996
2018-12-28,31.536732,9.048516000000001,8.145621,18.244177,14.587024,23.946554000000003,42.417190999999995,58.872668999999995,45.173225,17.882842408508512,30.410431,5.397594000000001,23.900420999999998,338.096863,20.833060109652614,46.896229,35.266983
2018-12-31,32.413574,9.253369000000001,8.373175999999999,18.595367,14.692919,24.000895,43.485626,59.23478299999999,47.051739000000005,18.32444179526465,32.7635,5.499911,23.876507,337.70837400000005,21.269401509042268,47.142838,34.812103
2019-01-02,32.443134,9.385775,8.37613,18.832127,13.607494,22.832552,43.660477,62.989380000000004,45.113911,18.700390792495682,34.079624,5.645792,24.962708,328.581207,21.732850185480704,48.071715999999995,34.839951
2019-01-03,30.039203999999998,8.476426,7.142810000000001,16.898602,13.881054999999998,22.850664000000002,41.251621,62.320412,42.177502000000004,17.078479084042268,31.63682,4.642447,24.195393,312.656952,19.455296099195657,47.594955,33.605286
2019-01-04,33.073665999999996,9.560649,8.049083,18.794638,14.348763,23.681182999999997,44.962029,67.868431,45.924633,19.644767388977506,36.901309999999995,5.242474,27.174974,344.116913,22.3952310426867,49.214329,35.601177
2019-01-07,33.871696,9.865431,8.259889999999999,19.218832,14.798814000000002,23.363285,45.651661,69.427429,46.458527000000004,20.98348247888864,43.471962,5.550077,29.277618,346.447296,23.596454950060384,49.94593,36.473801
2019-01-08,34.787945,10.150227000000001,8.481533,20.272402,15.769520000000002,24.249056,46.360718,71.089355,47.783371,22.1154600906808,45.007439,5.464925,29.806767999999998,351.108002,24.28729999551458,50.332279,36.603767
2019-01-09,35.300259000000004,10.390055,8.786909,21.050743,15.725398,23.62594,47.108631,72.74748199999999,48.238163,22.38851648480505,45.446152000000005,5.887386,32.695671000000004,369.556732,25.345418205490468,51.129639000000005,37.810584999999996
2019-01-10,35.694340000000004,10.489984,8.903148,21.315128,16.537256,24.762585,47.710838,72.04231300000001,48.544659,22.63699435271473,47.629715000000004,6.053069,32.127659,375.188416,26.0291727126627,51.277607,37.959118
2019-01-11,35.704197,10.365072999999999,8.860788000000001,21.31315,16.546083,24.330572,47.827396,72.65409100000001,48.999462,22.633440654697168,47.559921,6.222054,32.526257,370.52771,25.96332042100741,50.973454,37.374271
2019-01-14,35.053951,10.095266,8.619444999999999,21.367407,16.51078,22.681299,48.245064,73.719475,47.368122,22.131415367186083,44.389259,5.927651999999999,31.196909,357.904907,25.27293438184769,50.850155,36.297416999999996
2019-01-15,36.265766,10.654865,8.995745,20.832729,16.952011,23.602394,49.420353000000006,74.92018900000001,49.839844,23.755468256820826,47.569889,5.966597,31.240757000000002,367.420563,26.076182096086256,51.031002,36.845127000000005
2019-01-16,36.47266,10.669853999999999,9.010522,21.209570000000003,17.234396,23.786248999999998,51.809769,80.48536700000001,49.612438,23.66816037670896,47.031475,5.820716,30.323963,381.985291,26.422330650774775,50.965233000000005,37.597072999999995
2019-01-17,37.349499,10.919675,9.193746,22.147724,17.472662,24.080595000000002,52.625671,82.619949,50.986729,24.32592486713552,48.158161,6.022044999999999,30.26417,385.869232,27.228751382618366,51.433781,37.921986
